time_s,original,denoised,removed_noise
0.406494140625,-0.008,-0.003714652638876122,0.001136677273103443
0.40673828125,-0.008,-0.006318898070852436,0.000568200569161273
0.406982421875,-0.016,-0.008455756638592908,-3.630784749741597e-06
0.4072265625,0.0,-0.010020248060766415,-0.0004383775290278032
0.407470703125,-0.008,-0.011491338919750167,-0.0007320591077149641
0.40771484375,-0.016,-0.012744350898729155,-0.0008061663851293692
0.407958984375,-0.016,-0.013511592902618445,-0.000599430896618816
0.408203125,-0.008,-0.013898530786897909,-0.000179936039942677
0.408447265625,-0.008,-0.01426489590238523,0.0002914656474431309
0.40869140625,-0.008,-0.014771486512793894,0.0006806112097943264
0.408935546875,-0.016,-0.015446463037206907,0.0009032633110553752
0.4091796875,-0.016,-0.016114848057714046,0.0009490290612002959
0.409423828125,-0.016,-0.016825397878171493,0.000804496304574986
0.40966796875,-0.016,-0.01770619623387413,0.0004770948426868
0.409912109375,-0.016,-0.018907682056489853,6.877469846582212e-06
0.41015625,-0.024,-0.02052167131998418,-0.0005236481734021873
0.410400390625,-0.016,-0.022490273504321378,-0.0009926628315858246
0.41064453125,-0.024,-0.025099662692629796,-0.001344953596287951
0.410888671875,-0.024,-0.02824291597629569,-0.001476669695382449
0.4111328125,-0.032,-0.03185457446753246,-0.001327018709815275
0.411376953125,-0.039,-0.03564183661443986,-0.0008519876034279351
0.41162109375,-0.047,-0.03924129567440266,-6.785293794042224e-05
0.411865234375,-0.047,-0.04233421350832927,0.0009181054959330304
0.412109375,-0.039,-0.044923867766391734,0.001873520604537168
0.412353515625,-0.032,-0.047357324537026506,0.002489476773281183
0.41259765625,-0.039,-0.04988345911336634,0.002539002414567495
0.412841796875,-0.055,-0.05219949282707984,0.002017523753067221
0.4130859375,-0.063,-0.053624798487597124,0.001111545720834337
0.413330078125,-0.047,-0.05390429215186821,8.298347126854898e-06
0.41357421875,-0.055,-0.05349543444387543,-0.001186247286923199
0.413818359375,-0.047,-0.05234591651660685,-0.002245806393832165
0.4140625,-0.055,-0.05065481225099101,-0.002981666280241479
0.414306640625,-0.071,-0.04814555442109241,-0.003158738950059945
0.41455078125,-0.055,-0.0443774914911469,-0.002614189058531391
0.414794921875,-0.032,-0.04002872916715467,-0.001530402439827316
0.4150390625,-0.016,-0.03618607759401536,-0.0002720031303805427
0.415283203125,-0.032,-0.03348164804956636,0.0008631378437921605
0.41552734375,-0.039,-0.031383487557596235,0.001824491657158769
0.415771484375,-0.016,-0.029630266629348104,0.002543297282419186
0.416015625,-0.032,-0.028736277173253874,0.002842238091587973
0.416259765625,-0.032,-0.028223977624247797,0.002767777811603202
0.41650390625,-0.032,-0.0278833324642032,0.002362676988737709
0.416748046875,-0.032,-0.027698141564695352,0.001658091311606047
0.4169921875,-0.024,-0.02769651606396907,0.0006998327025763763
0.417236328125,-0.008,-0.028300755263219096,-0.0005036383572992846
0.41748046875,-0.032,-0.02991671464960137,-0.001877336796389579
0.417724609375,-0.024,-0.031844599013221044,-0.003089397527575492
0.41796875,-0.039,-0.033958192049397866,-0.003894357890028543
0.418212890625,-0.055,-0.03556409966687938,-0.003996776057389123
0.41845703125,-0.047,-0.035914877265412246,-0.003211199750359993
0.418701171875,-0.039,-0.03515172256461765,-0.001681525586729073
0.4189453125,-0.039,-0.03356125788432405,0.0002704947614037605
0.419189453125,-0.024,-0.031313630961577216,0.002255786433443838
0.41943359375,-0.024,-0.028975277303964257,0.003808886138843417
0.419677734375,-0.024,-0.02670686591305004,0.004614995779822296
0.419921875,0.0,-0.024755395683385084,0.004483780438544993
0.420166015625,-0.016,-0.023868661284516396,0.003323645708825194
0.42041015625,-0.016,-0.02369383034883226,0.001440097051477681
0.420654296875,-0.032,-0.02395907539858164,-0.0007232346971655993
0.4208984375,-0.032,-0.024077886629018427,-0.002624403222883844
0.421142578125,-0.032,-0.02386503020421751,-0.003859400897249201
0.42138671875,-0.039,-0.023234944273466677,-0.004192862162426747
0.421630859375,-0.032,-0.021956528609204513,-0.003559843704490299
0.421875,-0.016,-0.020325177490306632,-0.002191452157529895
0.422119140625,-0.008,-0.01896827933499654,-0.0005222353947770278
0.42236328125,0.0,-0.018278563276934414,0.001016223171252441
0.422607421875,-0.016,-0.018370423074778833,0.002108185641375872
0.4228515625,-0.024,-0.018557634362552842,0.002699014827275341
0.423095703125,-0.016,-0.018378493805785958,0.002806167607277833
